table,column,data_type,is_nullable,column_default,column_key,extra,estimated_table_rows,total_rows,non_null_rows,distinct_non_null_values,code_hits,sample_values_json
usuarios,id,int,NO,,PRI,auto_increment,62,62,62,62,,[]
usuarios,support_code,varchar,YES,NULL,UNI,,62,62,55,55,14,[]
usuarios,nome,varchar,NO,,,,62,62,62,58,743,[]
usuarios,avatar,varchar,YES,NULL,,,62,62,2,2,34,"[{""value"":""assets/uploads/avatars/avatar_1_69b5d02f25013.webp"",""qty"":1},{""value"":""assets/uploads/avatars/avatar_26_69b9e5ea3c035.webp"",""qty"":1}]"
usuarios,avatar_zoom,decimal,NO,1.00,,,62,62,62,1,6,"[{""value"":""1.00"",""qty"":62}]"
usuarios,avatar_focus_y,tinyint,NO,50,,,62,62,62,1,6,"[{""value"":50,""qty"":62}]"
usuarios,avatar_focus_x,tinyint,NO,50,,,62,62,62,1,6,"[{""value"":50,""qty"":62}]"
usuarios,email,varchar,NO,,UNI,,62,62,62,62,,[]
usuarios,whatsapp_phone,varchar,YES,NULL,UNI,,62,62,0,0,8,[]
usuarios,whatsapp_verified,tinyint,NO,0,MUL,,62,62,62,1,7,"[{""value"":0,""qty"":62}]"
usuarios,telegram_chat_id,varchar,YES,NULL,UNI,,62,62,7,7,12,[]
usuarios,telegram_verified,tinyint,NO,0,MUL,,62,62,62,2,12,"[{""value"":0,""qty"":55},{""value"":1,""qty"":7}]"
usuarios,original_email_hash,varchar,YES,NULL,,,62,62,30,30,3,[]
usuarios,registration_ip,varchar,YES,NULL,,,62,62,30,28,4,[]
usuarios,last_login_ip,varchar,YES,NULL,,,62,62,0,0,3,[]
usuarios,email_verified_at,timestamp,YES,NULL,,,62,62,57,41,15,[]
usuarios,email_verification_token,varchar,YES,NULL,MUL,,62,62,0,0,7,[]
usuarios,email_verification_selector,varchar,YES,NULL,UNI,,62,62,0,0,5,[]
usuarios,email_verification_token_hash,char,YES,NULL,MUL,,62,62,4,4,6,"[{""value"":""96b9cc042085d1e81fe322d988086e27f33c500bc8292e36314346fe07be3c07"",""qty"":1},{""value"":""9da0d15abda1113baa504907c1cde0d00b9fdd6d771f2a9bc15930b42f1c5ff9"",""qty"":1},{""value"":""2defb7daaa3bb04e26eeaabf8e791e1c5fe478986be8f0e706541f8dd44af419"",""qty"":1},{""value"":""4de4e47682f7ea4bb3cc384a2e5f8bdaabd7a73dd401f8cfe4f041127cda32e6"",""qty"":1}]"
usuarios,email_verification_expires_at,timestamp,YES,NULL,,,62,62,41,41,5,[]
usuarios,email_verification_sent_at,timestamp,YES,NULL,,,62,62,41,41,6,[]
usuarios,email_verification_reminder_sent_at,timestamp,YES,NULL,,,62,62,0,0,4,[]
usuarios,google_id,varchar,YES,NULL,UNI,,62,62,15,15,22,[]
usuarios,referral_code,varchar,YES,NULL,UNI,,62,62,34,34,16,[]
usuarios,referred_by,bigint,YES,NULL,,,62,62,4,2,3,"[{""value"":26,""qty"":2},{""value"":1,""qty"":2}]"
usuarios,senha,varchar,YES,NULL,,,62,62,62,62,104,[]
usuarios,theme_preference,varchar,YES,NULL,,,62,62,16,2,15,"[{""value"":""dark"",""qty"":15},{""value"":""light"",""qty"":1}]"
usuarios,onboarding_completed_at,timestamp,YES,NULL,,,62,62,46,46,22,[]
usuarios,onboarding_mode,enum,YES,NULL,,,62,62,46,3,10,"[{""value"":""self"",""qty"":24},{""value"":""guided"",""qty"":18},{""value"":"""",""qty"":4}]"
usuarios,onboarding_tour_skipped_at,timestamp,YES,NULL,,,62,62,7,7,7,[]
usuarios,external_customer_id,varchar,YES,NULL,MUL,,62,62,1,1,16,"[{""value"":""cus_000165019717"",""qty"":1}]"
usuarios,gateway,varchar,YES,NULL,,,62,62,1,1,32,"[{""value"":""asaas"",""qty"":1}]"
usuarios,data_nascimento,date,YES,NULL,,,62,62,6,5,36,"[{""value"":""0000-00-00"",""qty"":2},{""value"":""1977-12-07"",""qty"":1},{""value"":""2002-09-08"",""qty"":1},{""value"":""1998-04-08"",""qty"":1},{""value"":""2005-05-05"",""qty"":1}]"
usuarios,id_sexo,int,YES,NULL,MUL,,62,62,4,2,8,"[{""value"":1,""qty"":3},{""value"":3,""qty"":1}]"
usuarios,created_at,timestamp,YES,NULL,,,62,62,62,62,,[]
usuarios,updated_at,timestamp,YES,NULL,,,62,62,62,20,,[]
usuarios,deleted_at,datetime,YES,NULL,,,62,62,3,3,,"[{""value"":""2026-02-20 11:23:39"",""qty"":1},{""value"":""2026-01-20 21:28:57"",""qty"":1},{""value"":""2026-02-18 13:11:45"",""qty"":1}]"
usuarios,is_admin,tinyint,YES,0,,,62,62,62,2,28,"[{""value"":0,""qty"":60},{""value"":1,""qty"":2}]"
webhook_idempotencia,id,bigint,NO,,PRI,auto_increment,7,7,7,7,,[]
webhook_idempotencia,idempotency_key,varchar,NO,,UNI,,7,7,7,7,2,[]
webhook_idempotencia,event_type,varchar,NO,,MUL,,7,7,7,2,9,"[{""value"":""PAYMENT_DELETED"",""qty"":4},{""value"":""PAYMENT_CREATED"",""qty"":3}]"
webhook_idempotencia,payload_hash,varchar,NO,,,,7,7,7,7,1,[]
webhook_idempotencia,processed_at,timestamp,NO,current_timestamp(),MUL,"on update current_timestamp()",7,7,7,7,1,[]
webhook_idempotencia,created_at,timestamp,YES,NULL,,,7,7,7,7,,[]
webhook_idempotencia,updated_at,timestamp,YES,NULL,,,7,7,0,0,,[]
whatsapp_messages,id,bigint,NO,,PRI,auto_increment,0,0,0,0,,[]
whatsapp_messages,wa_message_id,varchar,NO,,,,0,0,0,0,5,[]
whatsapp_messages,from_phone,varchar,NO,,MUL,,0,0,0,0,4,[]
whatsapp_messages,user_id,bigint,YES,NULL,MUL,,0,0,0,0,,[]
whatsapp_messages,direction,enum,NO,'incoming',,,0,0,0,0,11,[]
whatsapp_messages,type,enum,NO,'text',,,0,0,0,0,,[]
whatsapp_messages,body,text,YES,NULL,,,0,0,0,0,196,[]
whatsapp_messages,media_file_id,varchar,YES,NULL,,,0,0,0,0,4,[]
whatsapp_messages,media_mime_type,varchar,YES,NULL,,,0,0,0,0,4,[]
whatsapp_messages,media_file_size,int,YES,NULL,,,0,0,0,0,4,[]
whatsapp_messages,media_filename,varchar,YES,NULL,,,0,0,0,0,4,[]
whatsapp_messages,transcription,text,YES,NULL,,,0,0,0,0,6,[]
whatsapp_messages,metadata,longtext,YES,NULL,,,0,0,0,0,46,[]
whatsapp_messages,processing_status,enum,NO,'received',,,0,0,0,0,10,[]
whatsapp_messages,intent,varchar,YES,NULL,,,0,0,0,0,107,[]
whatsapp_messages,error_message,varchar,YES,NULL,,,0,0,0,0,16,[]
whatsapp_messages,created_at,timestamp,YES,NULL,,,0,0,0,0,,[]
whatsapp_messages,updated_at,timestamp,YES,NULL,,,0,0,0,0,,[]
whatsapp_pending,id,bigint,NO,,PRI,auto_increment,0,0,0,0,,[]
whatsapp_pending,user_id,bigint,NO,,,,0,0,0,0,,[]
whatsapp_pending,wa_message_id,varchar,NO,,,,0,0,0,0,5,[]
whatsapp_pending,descricao,varchar,NO,,,,0,0,0,0,326,[]
whatsapp_pending,valor,decimal,NO,,,,0,0,0,0,722,[]
whatsapp_pending,tipo,enum,NO,'despesa',,,0,0,0,0,687,[]
whatsapp_pending,data,date,NO,,,,0,0,0,0,3008,[]
whatsapp_pending,categoria_id,bigint,YES,NULL,,,0,0,0,0,202,[]
whatsapp_pending,subcategoria_id,bigint,YES,NULL,,,0,0,0,0,65,[]
whatsapp_pending,categoria_nome,varchar,YES,NULL,,,0,0,0,0,25,[]
whatsapp_pending,subcategoria_nome,varchar,YES,NULL,,,0,0,0,0,4,[]
whatsapp_pending,status,enum,NO,'awaiting_confirm',,,0,0,0,0,,[]
whatsapp_pending,expires_at,timestamp,YES,NULL,,,0,0,0,0,25,[]
whatsapp_pending,created_at,timestamp,YES,NULL,,,0,0,0,0,,[]
whatsapp_pending,updated_at,timestamp,YES,NULL,,,0,0,0,0,,[]
whatsapp_pending,deleted_at,timestamp,YES,NULL,,,0,0,0,0,,[]
